"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Host","Instrument","isolation_source","lat_lon","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","create_date","version","Sample.Name","SRA.Study","amplicon"
"142","SRR25100788","AMPLICON",602,15321502,"PRJNA989655","SAMN36181837","Metagenome or environmental",9987312,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853970","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","96_A6_myco","44.555881 N 123.214569 W","96_A6_myco_A6","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:40:00Z",1,"96_A6_myco","SRP446870","ITS"
"143","SRR25100789","AMPLICON",602,26149676,"PRJNA989655","SAMN36181836","Metagenome or environmental",16807846,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853969","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","84_C106_myco","44.555881 N 123.214569 W","84_C106_myco_C106","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"84_C106_myco","SRP446870","ITS"
"144","SRR25100790","AMPLICON",602,16348514,"PRJNA989655","SAMN36181835","Metagenome or environmental",10428871,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853968","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","72_B22_myco","44.555881 N 123.214569 W","72_B22_myco_B22","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"72_B22_myco","SRP446870","ITS"
"145","SRR25100791","AMPLICON",602,29600340,"PRJNA989655","SAMN36181834","Metagenome or environmental",18852550,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853967","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","60_D149_myco","44.555881 N 123.214569 W","60_D149_myco_D149","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"60_D149_myco","SRP446870","ITS"
"146","SRR25100792","AMPLICON",602,13076042,"PRJNA989655","SAMN36181833","Metagenome or environmental",8329023,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853966","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","48_D17_myco","44.555881 N 123.214569 W","48_D17_myco_D17","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"48_D17_myco","SRP446870","ITS"
"147","SRR25100793","AMPLICON",602,26684854,"PRJNA989655","SAMN36181789","Metagenome or environmental",16691461,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853965","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","90_D160_myco","44.555881 N 123.214569 W","90_D160_myco_D160","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"90_D160_myco","SRP446870","ITS"
"148","SRR25100794","AMPLICON",602,27353676,"PRJNA989655","SAMN36181788","Metagenome or environmental",17174226,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853964","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","78_A13_myco","44.555881 N 123.214569 W","78_A13_myco_A13","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"78_A13_myco","SRP446870","ITS"
"149","SRR25100795","AMPLICON",602,15942164,"PRJNA989655","SAMN36181787","Metagenome or environmental",10369803,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853963","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","66_D125_myco","44.555881 N 123.214569 W","66_D125_myco_D125","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"66_D125_myco","SRP446870","ITS"
"150","SRR25100796","AMPLICON",602,14714686,"PRJNA989655","SAMN36181786","Metagenome or environmental",9369748,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853962","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","54_C91_myco","44.555881 N 123.214569 W","54_C91_myco_C91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"54_C91_myco","SRP446870","ITS"
"151","SRR25100797","AMPLICON",602,15142106,"PRJNA989655","SAMN36181785","Metagenome or environmental",9783079,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853961","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","42_B197_myco","44.555881 N 123.214569 W","42_B197_myco_B197","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"42_B197_myco","SRP446870","ITS"
"152","SRR25100798","AMPLICON",602,5522146,"PRJNA989655","SAMN36181784","Metagenome or environmental",3607824,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853960","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","30_C2_myco","44.555881 N 123.214569 W","30_C2_myco_C2","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"30_C2_myco","SRP446870","ITS"
"153","SRR25100799","AMPLICON",602,23310042,"PRJNA989655","SAMN36181783","Metagenome or environmental",14626826,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853959","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","18_B29_myco","44.555881 N 123.214569 W","18_B29_myco_B29","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"18_B29_myco","SRP446870","ITS"
"154","SRR25100800","AMPLICON",602,21965776,"PRJNA989655","SAMN36181782","Metagenome or environmental",13457889,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853958","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","6_Hystyle_myco","44.555881 N 123.214569 W","6_Hystyle_myco_Hystyle","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"6_Hystyle_myco","SRP446870","ITS"
"155","SRR25100801","AMPLICON",602,23143288,"PRJNA989655","SAMN36181746","Metagenome or environmental",14462126,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853957","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","49_A67_myco","44.555881 N 123.214569 W","49_A67_myco_A67","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:42:00Z",1,"49_A67_myco","SRP446870","ITS"
"156","SRR25100802","AMPLICON",602,28042966,"PRJNA989655","SAMN36181781","Metagenome or environmental",18066226,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853956","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","89_D160_myco","44.555881 N 123.214569 W","89_D160_myco_D160","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"89_D160_myco","SRP446870","ITS"
"157","SRR25100803","AMPLICON",602,23954182,"PRJNA989655","SAMN36181780","Metagenome or environmental",14992777,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853955","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","77_A13_myco","44.555881 N 123.214569 W","77_A13_myco_A13","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:42:00Z",1,"77_A13_myco","SRP446870","ITS"
"158","SRR25100804","AMPLICON",602,21310800,"PRJNA989655","SAMN36181779","Metagenome or environmental",13646705,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853954","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","65_D125_myco","44.555881 N 123.214569 W","65_D125_myco_D125","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"65_D125_myco","SRP446870","ITS"
"159","SRR25100805","AMPLICON",602,5118204,"PRJNA989655","SAMN36181778","Metagenome or environmental",3275750,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853953","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","53_C91_myco","44.555881 N 123.214569 W","53_C91_myco_C91","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"53_C91_myco","SRP446870","ITS"
"160","SRR25100806","AMPLICON",602,6492570,"PRJNA989655","SAMN36181777","Metagenome or environmental",4243836,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853952","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","41_B197_myco","44.555881 N 123.214569 W","41_B197_myco_B197","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"41_B197_myco","SRP446870","ITS"
"161","SRR25100807","AMPLICON",602,19914762,"PRJNA989655","SAMN36181776","Metagenome or environmental",12613076,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853951","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","29_C2_myco","44.555881 N 123.214569 W","29_C2_myco_C2","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"29_C2_myco","SRP446870","ITS"
"162","SRR25100808","AMPLICON",602,12624542,"PRJNA989655","SAMN36181775","Metagenome or environmental",8323634,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853950","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","17_B29_myco","44.555881 N 123.214569 W","17_B29_myco_B29","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"17_B29_myco","SRP446870","ITS"
"163","SRR25100809","AMPLICON",602,21509460,"PRJNA989655","SAMN36181818","Metagenome or environmental",13881960,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853949","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","58_D149_myco","44.555881 N 123.214569 W","58_D149_myco_D149","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"58_D149_myco","SRP446870","ITS"
"164","SRR25100810","AMPLICON",602,23757328,"PRJNA989655","SAMN36181817","Metagenome or environmental",14904244,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853948","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","46_D17_myco","44.555881 N 123.214569 W","46_D17_myco_D17","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"46_D17_myco","SRP446870","ITS"
"165","SRR25100811","AMPLICON",602,11569236,"PRJNA989655","SAMN36181816","Metagenome or environmental",7425184,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853947","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","34_BV_myco","44.555881 N 123.214569 W","34_BV_myco_BV","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"34_BV_myco","SRP446870","ITS"
"166","SRR25100812","AMPLICON",602,13469750,"PRJNA989655","SAMN36181815","Metagenome or environmental",8545305,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853946","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","22_B21_myco","44.555881 N 123.214569 W","22_B21_myco_B21","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"22_B21_myco","SRP446870","ITS"
"167","SRR25100813","AMPLICON",602,24350900,"PRJNA989655","SAMN36181814","Metagenome or environmental",15942202,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853945","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","10_A78_myco","44.555881 N 123.214569 W","10_A78_myco_A78","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"10_A78_myco","SRP446870","ITS"
"168","SRR25100814","AMPLICON",602,31993290,"PRJNA989655","SAMN36181813","Metagenome or environmental",20218907,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853944","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","93_C121_myco","44.555881 N 123.214569 W","93_C121_myco_C121","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"93_C121_myco","SRP446870","ITS"
"169","SRR25100815","AMPLICON",602,34076210,"PRJNA989655","SAMN36181812","Metagenome or environmental",21550963,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853943","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","81_C103_myco","44.555881 N 123.214569 W","81_C103_myco_C103","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"81_C103_myco","SRP446870","ITS"
"170","SRR25100816","AMPLICON",602,17773448,"PRJNA989655","SAMN36181749","Metagenome or environmental",11560853,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853942","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","85_A107_myco","44.555881 N 123.214569 W","85_A107_myco_A107","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"85_A107_myco","SRP446870","ITS"
"171","SRR25100817","AMPLICON",602,25433898,"PRJNA989655","SAMN36181811","Metagenome or environmental",16422595,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853941","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","69_A53_myco","44.555881 N 123.214569 W","69_A53_myco_A53","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"69_A53_myco","SRP446870","ITS"
"172","SRR25100818","AMPLICON",602,19720316,"PRJNA989655","SAMN36181810","Metagenome or environmental",12549881,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853940","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","57_PR_myco","44.555881 N 123.214569 W","57_PR_myco_PR","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:42:00Z",1,"57_PR_myco","SRP446870","ITS"
"173","SRR25100819","AMPLICON",602,7504532,"PRJNA989655","SAMN36181809","Metagenome or environmental",4707454,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853939","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","45_C134_myco","44.555881 N 123.214569 W","45_C134_myco_C134","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"45_C134_myco","SRP446870","ITS"
"174","SRR25100820","AMPLICON",602,13963390,"PRJNA989655","SAMN36181808","Metagenome or environmental",8824497,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853938","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","33_B180_myco","44.555881 N 123.214569 W","33_B180_myco_B180","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"33_B180_myco","SRP446870","ITS"
"175","SRR25100821","AMPLICON",602,31596572,"PRJNA989655","SAMN36181807","Metagenome or environmental",19910193,"OREGON STATE UNIVERSITY","2020-07","public","fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853937","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","21_A46_myco","44.555881 N 123.214569 W","21_A46_myco_A46","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"21_A46_myco","SRP446870","ITS"
"176","SRR25100822","AMPLICON",602,14293888,"PRJNA989655","SAMN36181806","Metagenome or environmental",9123740,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853936","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","9_C87_myco","44.555881 N 123.214569 W","9_C87_myco_C87","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"9_C87_myco","SRP446870","ITS"
"177","SRR25100823","AMPLICON",602,28735266,"PRJNA989655","SAMN36181805","Metagenome or environmental",18521544,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853935","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","92_C121_myco","44.555881 N 123.214569 W","92_C121_myco_C121","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"92_C121_myco","SRP446870","ITS"
"178","SRR25100824","AMPLICON",602,35620942,"PRJNA989655","SAMN36181804","Metagenome or environmental",22656414,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853934","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","80_C103_myco","44.555881 N 123.214569 W","80_C103_myco_C103","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:42:00Z",1,"80_C103_myco","SRP446870","ITS"
"179","SRR25100825","AMPLICON",602,18267690,"PRJNA989655","SAMN36181760","Metagenome or environmental",11599216,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853933","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","27_A116_myco","44.555881 N 123.214569 W","27_A116_myco_A116","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"27_A116_myco","SRP446870","ITS"
"180","SRR25100826","AMPLICON",602,15487654,"PRJNA989655","SAMN36181759","Metagenome or environmental",9986694,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1","SRX20853932","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","15_C45_myco","44.555881 N 123.214569 W","15_C45_myco_C45","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"15_C45_myco","SRP446870","ITS"
"181","SRR25100827","AMPLICON",602,9346050,"PRJNA989655","SAMN36181758","Metagenome or environmental",6136597,"OREGON STATE UNIVERSITY","2020-07","public","sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1","SRX20853931","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","3_B200_myco","44.555881 N 123.214569 W","3_B200_myco_B200","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"3_B200_myco","SRP446870","ITS"
"182","SRR25100828","AMPLICON",602,29225896,"PRJNA989655","SAMN36181757","Metagenome or environmental",18513621,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853930","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","86_A107_myco","44.555881 N 123.214569 W","86_A107_myco_A107","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"86_A107_myco","SRP446870","ITS"
"183","SRR25100829","AMPLICON",602,7898240,"PRJNA989655","SAMN36181756","Metagenome or environmental",5208702,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853929","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","74_B53_myco","44.555881 N 123.214569 W","74_B53_myco_B53","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"74_B53_myco","SRP446870","ITS"
"184","SRR25100830","AMPLICON",602,407554,"PRJNA989655","SAMN36181878","Metagenome or environmental",331292,"OREGON STATE UNIVERSITY","2020-07","public","fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public","SRX20853928","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","NANOPURE_Nanopure_myco","44.555881 N 123.214569 W","NANOPURE_Nanopure_myco_Nanopure","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:40:00Z",1,"NANOPURE_Nanopure_myco","SRP446870","ITS"
"185","SRR25100831","AMPLICON",602,93310,"PRJNA989655","SAMN36181877","Metagenome or environmental",128204,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1","SRX20853927","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","PBUFFER_Pbuffer_myco","44.555881 N 123.214569 W","PBUFFER_Pbuffer_myco_Pbuffer","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:40:00Z",1,"PBUFFER_Pbuffer_myco","SRP446870","ITS"
"186","SRR25100832","AMPLICON",602,1308146,"PRJNA989655","SAMN36181876","Metagenome or environmental",902276,"OREGON STATE UNIVERSITY","2020-07","public","sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1","SRX20853926","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","3BF_3BF_myco","44.555881 N 123.214569 W","3BF_3BF_myco_3BF","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"3BF_3BF_myco","SRP446870","ITS"
"187","SRR25100833","AMPLICON",602,1436372,"PRJNA989655","SAMN36181875","Metagenome or environmental",1005971,"OREGON STATE UNIVERSITY","2020-07","public","run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public","SRX20853925","USA","North America","USA: Corvallis\, OR","Phaseolus vulgaris","Illumina MiSeq","2BF_2BF_myco","44.555881 N 123.214569 W","2BF_2BF_myco_2BF","PAIRED","PCR","METAGENOMIC","rhizosphere metagenome","ILLUMINA","2023-06-30T00:00:00Z","2023-06-30T19:41:00Z",1,"2BF_2BF_myco","SRP446870","ITS"
